/opt/miniconda3/envs/aiar-rl-explore-gpu/bin/python Explore_PPO_agent_training.py --iterations 500 --num-workers 17 --num-gpus 0.5 --env-name 2d_checkpoint_exploration --reward-mode coverage --max-steps 400 --entropy-coeff 0.2 --checkpoint-dir tmp/hparam_sweep/job_38_iter_500_batch_4000_sgd_5_entropy_0_2 --spawn-mode random --spawn-index 0 --train-batch-size 4000 --sgd-minibatch-size 256 --num-sgd-iter 5
/opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  import pkg_resources

Training PPO
  environment: 2d_checkpoint_exploration
  reward mode: coverage
  max steps per episode: 400
  rollout workers: 17
  requested GPUs: 0.5
  observation shape: (27,)
  checkpoint layout: built-in
  spawn mode: random
  entropy coefficient: 0.2
  PPO update: train batch 4000, minibatch 256, SGD passes 5
  coverage task: 20 checkpoints x 0.50 reward = 10.00 max reward
  exploration shaping: -0.004/step for hovering, -0.020/step when blocked by a wall, -0.002/step for no progress, bounded wall-contact penalty

Log columns
  iter: completed PPO training iteration
  reward min/mean/max: episode return statistics from the latest training batch
  train batch: environment steps collected before one PPO update
  target>=6: whether the latest batch contains an episode above the submission threshold
  max%: best episode reward in the latest batch as a percentage of the checkpoint reward maximum
          idle penalties can reduce returns below the checkpoint score
          early scores can be negative because collision has a penalty
  len: mean episode length in environment steps
  best: best mean reward saved after warmup iterations

2026-05-30 08:14:45,846	INFO worker.py:1636 -- Started a local Ray instance.
/opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/rllib/algorithms/algorithm.py:442: RayDeprecationWarning: This API is deprecated and may be removed in future Ray releases. You could suppress this warning by setting env variable PYTHONWARNINGS="ignore::DeprecationWarning"
`UnifiedLogger` will be removed in Ray 2.7.
  return UnifiedLogger(config, logdir, loggers=None)
/opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/tune/logger/unified.py:53: RayDeprecationWarning: This API is deprecated and may be removed in future Ray releases. You could suppress this warning by setting env variable PYTHONWARNINGS="ignore::DeprecationWarning"
The `JsonLogger interface is deprecated in favor of the `ray.tune.json.JsonLoggerCallback` interface and will be removed in Ray 2.7.
  self._loggers.append(cls(self.config, self.logdir, self.trial))
/opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/tune/logger/unified.py:53: RayDeprecationWarning: This API is deprecated and may be removed in future Ray releases. You could suppress this warning by setting env variable PYTHONWARNINGS="ignore::DeprecationWarning"
The `CSVLogger interface is deprecated in favor of the `ray.tune.csv.CSVLoggerCallback` interface and will be removed in Ray 2.7.
  self._loggers.append(cls(self.config, self.logdir, self.trial))
/opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/tune/logger/unified.py:53: RayDeprecationWarning: This API is deprecated and may be removed in future Ray releases. You could suppress this warning by setting env variable PYTHONWARNINGS="ignore::DeprecationWarning"
The `TBXLogger interface is deprecated in favor of the `ray.tune.tensorboardx.TBXLoggerCallback` interface and will be removed in Ray 2.7.
  self._loggers.append(cls(self.config, self.logdir, self.trial))
2026-05-30 08:14:49,169	INFO tensorboardx.py:48 -- pip install "ray[tune]" to see TensorBoard files.
2026-05-30 08:14:49,169	WARNING unified.py:56 -- Could not instantiate TBXLogger: No module named 'tensorboardX'.
2026-05-30 08:14:49,172	INFO algorithm.py:536 -- Current log_level is WARN. For more information, set 'log_level': 'INFO' / 'DEBUG' or use the -v and -vv flags.
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[33m(raylet)[0m /opt/miniconda3/envs/aiar-rl-explore-gpu/lib/python3.10/site-packages/ray/_private/parameter.py:4: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
[2m[33m(raylet)[0m   import pkg_resources
[2m[36m(RolloutWorker pid=412442)[0m 2026-05-30 08:14:54,944	WARNING env.py:155 -- Your env doesn't have a .spec.max_episode_steps attribute. Your horizon will default to infinity, and your environment will not be reset.
2026-05-30 08:14:56,707	WARNING util.py:68 -- Install gputil for GPU system monitoring.
iter    1 | reward     nan/    nan/    nan | target>=6  no | max    nan% | len    nan | best    0.00
iter    2 | reward   -1.59/  -0.81/  -0.13 | target>=6  no | max   -1.3% | len  400.0 | best    0.00
iter    3 | reward   -1.59/  -0.81/  -0.13 | target>=6  no | max   -1.3% | len  400.0 | best    0.00
iter    4 | reward   -2.03/  -0.81/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter    5 | reward   -2.03/  -0.81/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter    6 | reward   -2.03/  -0.70/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter    7 | reward   -2.03/  -0.73/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter    8 | reward   -2.03/  -0.73/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter    9 | reward   -2.03/  -0.71/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   10 | reward   -2.03/  -0.71/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   11 | reward   -2.03/  -0.70/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   12 | reward   -2.03/  -0.66/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   13 | reward   -2.03/  -0.66/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   14 | reward   -1.77/  -0.62/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   15 | reward   -1.77/  -0.62/   0.76 | target>=6  no | max    7.6% | len  400.0 | best    0.00
iter   16 | reward   -1.77/  -0.64/   0.68 | target>=6  no | max    6.8% | len  400.0 | best    0.00
iter   17 | reward   -1.77/  -0.63/   0.68 | target>=6  no | max    6.8% | len  400.0 | best    0.00
iter   18 | reward   -1.51/  -0.61/   0.68 | target>=6  no | max    6.8% | len  400.0 | best    0.00
iter   19 | reward   -1.51/  -0.59/   0.68 | target>=6  no | max    6.8% | len  400.0 | best    0.00
iter   20 | reward   -1.51/  -0.59/   0.68 | target>=6  no | max    6.8% | len  400.0 | best    0.00
iter   21 | reward   -1.51/  -0.55/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   22 | reward   -1.51/  -0.55/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   23 | reward   -1.51/  -0.51/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   24 | reward   -1.66/  -0.52/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   25 | reward   -1.66/  -0.52/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   26 | reward   -1.66/  -0.54/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   27 | reward   -1.66/  -0.54/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   28 | reward   -1.66/  -0.52/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   29 | reward   -1.74/  -0.56/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   30 | reward   -1.74/  -0.56/   1.44 | target>=6  no | max   14.4% | len  400.0 | best    0.00
iter   31 | reward   -1.98/  -0.59/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   32 | reward   -1.98/  -0.59/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   33 | reward   -1.98/  -0.60/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   34 | reward   -1.98/  -0.58/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   35 | reward   -1.98/  -0.62/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   36 | reward   -1.98/  -0.63/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   37 | reward   -1.98/  -0.63/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   38 | reward   -1.98/  -0.62/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   39 | reward   -1.98/  -0.64/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   40 | reward   -1.98/  -0.61/   0.72 | target>=6  no | max    7.2% | len  400.0 | best    0.00
iter   41 | reward   -1.57/  -0.58/   0.71 | target>=6  no | max    7.1% | len  400.0 | best    0.00
iter   42 | reward   -1.57/  -0.58/   0.71 | target>=6  no | max    7.1% | len  400.0 | best    0.00
iter   43 | reward   -1.58/  -0.60/   0.65 | target>=6  no | max    6.5% | len  400.0 | best    0.00
iter   44 | reward   -1.58/  -0.60/   0.65 | target>=6  no | max    6.5% | len  400.0 | best    0.00
iter   45 | reward   -1.58/  -0.62/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
iter   46 | reward   -1.58/  -0.60/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
iter   47 | reward   -1.58/  -0.60/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
iter   48 | reward   -1.58/  -0.57/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
iter   49 | reward   -1.58/  -0.57/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
iter   50 | reward   -1.61/  -0.62/   0.70 | target>=6  no | max    7.0% | len  400.0 | best    0.00
Iteration 51: new best mean reward -0.61
iter   51 | reward   -1.61/  -0.61/   0.70 | target>=6  no | max    7.0% | len  400.0 | best   -0.61
iter   52 | reward   -1.66/  -0.68/   0.70 | target>=6  no | max    7.0% | len  400.0 | best   -0.61
iter   53 | reward   -1.74/  -0.69/   0.70 | target>=6  no | max    7.0% | len  400.0 | best   -0.61
iter   54 | reward   -1.74/  -0.69/   0.70 | target>=6  no | max    7.0% | len  400.0 | best   -0.61
iter   55 | reward   -1.74/  -0.65/   0.78 | target>=6  no | max    7.8% | len  400.0 | best   -0.61
iter   56 | reward   -1.74/  -0.65/   0.78 | target>=6  no | max    7.8% | len  400.0 | best   -0.61
iter   57 | reward   -1.74/  -0.67/   0.78 | target>=6  no | max    7.8% | len  400.0 | best   -0.61
iter   58 | reward   -1.74/  -0.69/   0.78 | target>=6  no | max    7.8% | len  400.0 | best   -0.61
iter   59 | reward   -1.74/  -0.69/   0.78 | target>=6  no | max    7.8% | len  400.0 | best   -0.61
iter   60 | reward   -1.74/  -0.68/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   61 | reward   -1.74/  -0.68/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   62 | reward   -1.74/  -0.66/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   63 | reward   -1.89/  -0.69/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   64 | reward   -1.89/  -0.69/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   65 | reward   -1.89/  -0.68/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   66 | reward   -1.89/  -0.68/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   67 | reward   -1.89/  -0.69/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   68 | reward   -1.89/  -0.67/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   69 | reward   -1.89/  -0.69/   0.81 | target>=6  no | max    8.1% | len  400.0 | best   -0.61
iter   70 | reward   -1.89/  -0.69/   0.14 | target>=6  no | max    1.4% | len  400.0 | best   -0.61
iter   71 | reward   -1.89/  -0.69/   0.14 | target>=6  no | max    1.4% | len  400.0 | best   -0.61
iter   72 | reward   -1.89/  -0.71/   0.12 | target>=6  no | max    1.2% | len  400.0 | best   -0.61
iter   73 | reward   -1.70/  -0.70/   0.12 | target>=6  no | max    1.2% | len  400.0 | best   -0.61
iter   74 | reward   -1.67/  -0.68/   0.12 | target>=6  no | max    1.2% | len  400.0 | best   -0.61
iter   75 | reward   -1.83/  -0.67/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   76 | reward   -1.83/  -0.67/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   77 | reward   -1.84/  -0.69/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   78 | reward   -1.84/  -0.69/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   79 | reward   -1.84/  -0.67/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   80 | reward   -1.84/  -0.64/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   81 | reward   -1.84/  -0.64/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   82 | reward   -1.84/  -0.65/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   83 | reward   -1.84/  -0.65/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   84 | reward   -1.94/  -0.69/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   85 | reward   -1.94/  -0.70/   0.76 | target>=6  no | max    7.6% | len  400.0 | best   -0.61
iter   86 | reward   -1.94/  -0.69/   0.53 | target>=6  no | max    5.3% | len  400.0 | best   -0.61
iter   87 | reward   -1.94/  -0.65/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   88 | reward   -1.94/  -0.65/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   89 | reward   -1.94/  -0.69/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   90 | reward   -1.94/  -0.70/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   91 | reward   -1.94/  -0.71/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   92 | reward   -1.94/  -0.68/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   93 | reward   -1.94/  -0.68/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   94 | reward   -1.73/  -0.70/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   95 | reward   -1.73/  -0.70/   0.72 | target>=6  no | max    7.2% | len  400.0 | best   -0.61
iter   96 | reward   -1.73/  -0.73/   0.09 | target>=6  no | max    0.9% | len  400.0 | best   -0.61
iter   97 | reward   -1.73/  -0.73/   0.09 | target>=6  no | max    0.9% | len  400.0 | best   -0.61
